,title,title_label,description,description_label
127, 시론 일주일 남은 대선  우리가 해야 할 일,1,청년실업 문제를 해결할 방법과  정년연장  논의에 대한 입장도 분명히 해야 한다  연금개혁과 개헌을 비롯한 정치개혁에 대한 공약도 더욱 구체적일 필요가 있다  대선 후보들이 이런 문제들에 대한 구상을 갖고 있더라도  ,1
128,서울 시내버스 파업  다른 지자체 노조 동참 가능성,1,이에 더해  기본급   인상  정년   세로  연장   하계 유급휴가 신설  운전직 호봉 상한 상향 등을 요구하고 있다  반면 사측은 대법원 전원합의체 판결에 따라 정기상여금을 통상임금에 반영하고 노조의 인상 요구를  ,1
129,  연금제도 개선 소득보장     퇴직금 대신 퇴직연금제,0,이재명 후보의 대표적인 일자리 공약은  정년연장 이다  그는 사회적 합의를 통해 단계적으로 국민연금 수급 연령에 맞춘  정년연장 을 추진하겠다고 했다  통상  대 중반에 퇴직한 후  대 국민연금을 수령할 때까지  ,1
130,창원 시내버스 노사 막판 임금 협상 시는 파업 수송대책 마련  분주 ,0,노조는 현재 임금   인상   정년   세에서  세로  연장  등을 제시한 것으로 전해졌다  특히 지난해  월  일 대법 전원합의체의 통상임금 기준 변경 판결을 내세워  정기 상여금  하계 휴가비  체력 단련비 등의 의무  ,1
131, 슈퍼사이클   현대 한화오션  임단협 암초 정년연장  대립,1, 정년연장  안건을 포함한 임단협 교섭이 본격화되면서 노조의 강한 투쟁이 예상된다   일 업계에 따르면   현대중공업과 한화오션 노사는 최근 단체교섭 상견례를 갖고 본격적인 협상에 돌입했다  특히 양사  ,1
132,대구 시내버스 노조  총파업 참여 안 한다 아직 교섭 진행 중 ,0,안 되면 조정을 신청하고 파업 여부를 결정할 수 있다 고 설명했습니다  교섭에는 대구 시내버스 업체  곳 중  곳이 참여하고 있고  노조는 현재  세인  정년 을  세로  연장 하고  임금   인상을 요구하고 있습니다 ,1
133, 대선후보 추진해야 할 노동정책  위  비정규직 고용불안 해결 종합 ,0,민주노총  조합원 설문   지금 소득으로 가족과 살기 불충분  한국노총 설문조사  일빈시민  정년연장 전문가  최저임금 인상  근로자들이   대선 후보들이 가장 먼저 추진해야 할 노동정책으로  비정규직  ,1
134,울산 버스노사  오늘 최종 조정회의 파업할까  촉각 ,0,노조는 사측에  기본급   인상  정년 연장 세 세   퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  특히 지난해  월 대법원의 정기상여금을 통상임금으로 봐야 한다는  ,1
135, 사설   성장 없는 고용 시대 민간 중심 새 일자리 절실,0,생산성과 노후 안정성을 위해 직무 전환  임금 체계 조정을 통한  정년 연장  논의가 필요하다   성장 없는 고용 이 이어지면 그 끝은  고용 없는 침체 일 수밖에 없다  기업이 마음껏 뛰도록 하는 게 고용과 성장을  ,1
136,이혜원 경기도의원   사회복지사 처우개선 간담회  개최,1,주요 과제로는  사회복지사 경력   인정  인건비 가이드라인 준수  정년 연장   경력관리시스템 도입  처우개선비 인상 및 대상 확대 등이 꼽혀  제도적 개선과 함께 법 제도 차원의 뒷받침 필요성이 논의됐다  ,1
137, 년 만에 광주 시내버스 파업 위기 노사 쟁점은 ,0,광주시내버스 노조가 임금 인상과  정년 연장 을 요구하며 오늘 파업 찬반 투표에 돌입하는데요  사측은 적자가 해마다 늘고 있다며 난색을 표하고 있습니다  손민주 기자의 보도입니다   리포트  이동을 위해 버스를  ,1
138, 대선    에 미래 성장 달렸다 키워드는  인프라 주도 민간 ,1,과학기술인  정년 연장  부총리급 과학기술총괄체계 구축 등도 포함됐다  이준석  정부 혁신과 규제기준국가제 도입  이준석 후보는   정책을 행정조직 개편과 규제 혁신을 중심으로 풀고자 했다  특히  와 같은  ,1
139,  대선  민주노동당 권영국 후보  현대 지회와 노동정책 협약 체결,1,이날 협약으로 양측은 노동존중 실현과 차별없는 일터 구현  구조조정 저지를 위해 적극 협력하기로 하며   노조법  조 개정  노동시간 단축  정년연장   고용안정 등  개 핵심 정책을 포함했다  노조법  조  ,1
140, 사회복지사는 공공인력  적정한 인력수급과 최적의 근무환경 조성돼야 ,1,종사자  정년연장  경력관리시스템 도입에 대해 저와 국민의힘이 꼭 정책적으로 이뤄질 수 있도록 최선을 다할 것  이라고 밝혔다   이번 정책제안 간담회에는 국민의힘 김선교 국회의원과 김정호  김재훈  이혜원  정경자  ,1
141, 오늘의 사설   민원 끝에 숨진 제주 교사  나아진 게 없는 교권 ,0,매일경제    정년연장  아닌 계속고용 도입해야 청년도 산다 진정한 사법부 독립은 재판의 탈정치화   정치보복 없다     사전투표 하자  참 당연한 말   서울경제    모든 것은  로 통한다     대 강국  되려면 민관정  ,1
142, 주요 신문 사설 일 조간 ,0,매일경제    정년연장  아닌 계속고용 도입해야 청년도 산다 진정한 사법부 독립은 재판의 탈정치화    정치보복 없다     사전투표 하자  참 당연한 말   브릿지경제   임대인 정보 공개로 임차인 보호 어디까지  ,1
143, 정년연장  두고  들 온도차 공기업 사기업 프리랜서 청년들 갈등 격 ,1, 대 대선에서  정년 연장 주  일제 등 노동 공약이  뜨거운 감자 로 급부상하면서 일자리 타격을 우려하는 청년층의 반발이 거세지고 있다  특히 공기업  사기업  프리랜서 등 고용 형태에 따라 입장이 달라 청청  ,1
144,국민이 원하는  노동과제 와 노동자의 선택은,1,여론조사 결과를 커버스토리로  국민이  픽 한 새 정부 노동정책 이라는 제목으로 해서  새 정부 최우선 노동과제는  만  세  정년연장 으로 조사됐다고 자세하게 보도하고 있었다  새 정부가 추진해야 할 최우선의  ,1
145, 정년 연장  어떤 길로 가야 하나  세상읽기 ,1,이철희   서울대 경제학부 교수 국가미래전략원 인구클러스터장  정년 연장 을 둘러싼 논쟁이 다시 뜨거워지고 있다  얼마 전 경제사회노동위원회는 공익위원 제언 형식으로 현재의 법적 정년을 유지하되  년까지  ,1
146, 도대체 언제까지 일 하라고   세 은퇴  후폭풍   지금뉴스 ,0,프랑스에선  년 은퇴 연령을  세에서  세로 올리자  대규모 시위가 일어났습니다  대선을 앞두고  정년 연장 과 연금 개혁 등이 화두로 떠오른 한국에서도 다른 나라 일로만 치부할 수 없는 상황입니다 ,1
147,서울 버스 내일 총파업 예고     최소  일 갈것  대응 총력,1,이 밖에 기본급   인상  운전직 호봉 상한 상향   정년 연장  하계 유급휴가 신설 등이 노조의 요구안에 포함돼 있다  사측은 재정 부담을 이유로 난색을 표하고 있다  정기 상여금을 통상임금으로 반영하면 인건비가   ,1
148,파업   창원 시내버스 노사 임금협상  평행선 ,0,노조는 대법원 판결에 따라 통상임금을 반영해야 한다는 입장을 고수하고 있으며  임금   인상  정년   세 세  연장  등의 요구도 함께 제시하고 있다  반면 사측은 통상임금에 해당하는 각종 수당을 임금체계  ,1
149, 사설 시내버스 임단협  벼랑끝 협상  악순환을 끊자,0,울산 시내버스 노조는  의 임금 인상과  정년   세  연장  정기상여금의 통상임금 포함 등을 요구하고 있다  특히  정기상여금을 통상임금으로 봐야 한다 는 지난해  월 대법원 판결 이후  노사간 갈등의 골이 깊어지고  ,1
150,시내버스 총파업 가능성 높아져 서울시  비상수송대책 가동,0,이 밖에 기본급   인상  운전직 호봉 상한 상향   정년 연장  하계 유급휴가 신설 등이 노조의 요구안에 포함돼 있다  사측은 재정 부담을 이유로 난색을 표하고 있다  정기 상여금을 통상임금으로 반영하면 인건비가   ,1
151,부산 시내버스 노사 추가 교섭 결렬 시  일 파업,1,부산 버스노조는 통상임금에 정기상여금 포함과 기본급   인상   정년 연장  등을 요구하지만 사측은 재정 부담 등을 이유로 노조 요구안을 받아들이기 어렵다는 입장입니다  노조는 협상이 최종 결렬될 경우 오는  ,1
152, 년 만에 광주 시내버스 파업 위기 노사 쟁점은 ,0,광주시내버스 노조가 임금 인상과  정년 연장 을 요구하며 내일 파업 찬반 투표에 돌입하는데요  사측은 적자가 해마다 늘고 있다며 난색을 표하고 있습니다  손민주 기자의 보도입니다   리포트  이동을 위해 버스를  ,1
153,부산 시내버스 노사 추가 교섭 결렬 때  일 파업,1,부산 버스노조는 통상임금에 정기상여금 포함과 기본급   인상   정년 연장  등을 요구했지만 사측은 재정 부담 등을 이유로 노조 요구안을 받아들이기 어렵다는 입장입니다  노조는 협상이 최종 결렬될 경우 오는  ,1
154, 년 만에 광주 시내버스 파업 위기 노사 쟁점은 ,0,광주시내버스 노조가 임금 인상과  정년 연장 을 요구하며 내일 파업 찬반 투표에 돌입하는데요  사측은 적자가 해마다 늘고 있다며 난색을 표하고 있습니다  손민주 기자의 보도입니다   리포트  이동을 위해 버스를  ,1
155, 경기지사 시절 치적  내세우며  기본소득  언급 줄이는 이재명,1,그는 기본사회를 통해  일과 삶이 균형이 잡힌 사회를 만들겠다 며  주  일제 단계적 도입과 실노동 시간 단축 로드맵을 추진하겠다   정년 연장 도 사회적 합의로 추진할 것 이라고 공약했다 ,1
156,이준석  거북섬  이재명 자폭 토론 기대 박정희 높게 평가 ,0,이준석 후보는 국민연금 개혁과  정년 연장 에 대한 의견도 밝혔다  그는  국민연금 개혁이 젊은 세대에 부담이 된다   정년 연장 이 되더라도 퇴직 후 재고용 형태로 가서 조건을 바꿀 필요가 있다  등의 발언으로 다른  ,1
157,민주노동당 권영국 선대위  금속노조 현대 지회 노동정책 협약,1,선대위와 현대 지회는 노동존중 실현과 차별없는 일터  구조조정 저지를 위해 적극적으로 협력할 것을 약속했다  또  노조법  조 개정  노동시간 단축  정년연장   고용안정 등을 주요 정책으로 담았다 ,1
158, 집중진단     노동 공약 주  일제 시행 여건 마련 됐나 ,0, 정년 연장 도 후보 간 입장 차이가 있죠  이재명 후보는 사회적 합의로  정년 연장 을 추진하자고 했는데  정년 연장 을 수용할 수 있는 사회적 여건이 됐다고 보십니까     정년 연장 으로 가장 우려되는 것은 청년 고용 감축  ,1
159,서울 버스노조  임단협 재개 요청 조합 측  일 교섭 진행 종합 ,0,단체협약과 관련해선  정년 연장  신규 재 입사자 임금 차별  암행 감찰로 인한 징계 세부안을 논의하자고 제안했다  앞서 노조는 지난  일에도 단체교섭 재개를 요청하는 공문을 보낸 바 있다  이에 대해 조합 측은 이날  ,1
160,단계적  정년연장 으로 충격 최소화 월 단위 도 허용을,1,법정  정년 연장  퇴직 후 재고용 등을 아우르는 계속고용은 저출생 고령화에 따른 인구 구조 변화  경제 성장의 지속 가능성  국민 생활 안정 등의 이유로 차기 정부가 해결해야 할  필수 과제 가 될 전망이다   일  ,1
161,잠실 일산점 포함 홈플  개점 결국 문닫나 폐점 각본  만든  ,0,점포의  정년 퇴직 등에 따른 신규 충원을 축소하면 인건비 개선 효과가 예상된다 고 설명했다  하지만 해당  달  연장 한  월  일로 결정했다  사측은 이때까지 최대한 임대인과 협상을 지속해 폐점 수를 최소화하겠단  ,1
162, 서울이 멈춘다 총파업 이틀 앞  버스노조 삭발 결의,0,노조는 이 기간  임금   범위 내 인상 협상  정년 연장   촉탁직 임금 차별 해소  암행 감찰 폐지 등  가지 요구안을 제시하며 교섭을 요구했다  노조는 항의서한을 통해  사측이  정기상여금 등이 통상임금에  ,1
163, 정년연장  아닌 계속고용 도입해야 청년도 산다  사설 ,0, 대선 대한민국 리부팅   대선을 앞두고  정년연장  문제가  뜨거운 감자 로 떠올랐다  이재명 더불어민주당 대선 후보가 법정정년을  세에서  세로 단계적으로 상향하는 공약을 내세우며 찬반 여론이 가열되고 있다  ,1
164, 새 정부에 바란다 첫째도 둘째도  경제 진영 싸움은 그만 ,0,이어  연금 문제와  정년 연장  문제처럼 지속가능한 사회 시스템을 조기에 마련해야 한다 고 밝혔습니다  장 교수는  무조건적인 통합을 외치며 과오를 묻어두는 것은 장기적인 통합의 방법이 아니라고 본다 면서  반발이  ,1
165,김예지 의원  경기사회복지사협회 만나  사회복지사 처우 개선 앞장  약 ,1,라며   여러분들이 제안하신 경력인정   인건비 가이드라인   준수   종사자  정년연장    그리고 경력관리시스템 도입에 대해 저와 국민의힘이 꼭 정책적으로 이뤄질 수 있도록 최선을 다할 것  이라고 밝혔다 ,1
166,덴마크   정년   세로 상향   평생 일하란 거냐  반발,0,메테 프레데릭센 덴마크 총리도 지난해  우리는 더 이상  정년 이 자동으로  연장 되어야 한다고 생각하지 않는다 며  사람들에게 계속해서  년 더 일해야 한다고 말할 순 없다 고 말했다 ,1
167,민주노총  대선후보 최우선 노동정책  노조할 권리 보장 ,0, 인 미만 등 모든 노동자 해고 보호제도 적용   정년 연장 이 뒤를 이었다  저녁이 있는 삶 워라벨  정책으로는  주 일제 도입 이  로 절반을 넘었다   장시간 노동 근절   포괄임금제 금지 폐지  ,1
168,현대차 노조  다음달 임단협 상견례 무분규 유지 초점,1,  임금인상 정년연장 국내투자 요구할듯  일 노동계에 따르면 현대차 노조는 오는  일 오후  시 울산 북구 문화회관  층 대강당서 제 차 임시대의원 대회를 열고  년 단체교섭 위원과 요구안을 확정한다  ,1
169, 영상  이준석  국민연금  재정 지금 투입해야  경원 부실 막아   대선  ,0,이 후보는  정년 연장 에 대해 정년이 늘어나는 만큼 국민연금 수급 개시 연령을 늦추는 등의 방안으로 젊은 세대와 합의할 수 있을 것이라고 밝혔습니다  그러면서 퇴직 후 재고용 형태의 연장  적극적인 임금피크제  ,1
170,이준석   보수당 지지 자체가 기존 질서 흔드는 확장성 ,0,연금 개혁과  정년 연장  문제에 대해서는 세대 간 합의가 필요하다고 언급했다  그는  정년 연장 도 검토할 수 있지만  이재명 후보처럼 청년 일자리에 영향 없다는 말은 뜨거운 아이스 아메리카노 같은 주장 이라며  정년  ,1
171,이재명  주 일제    김문수  근무 유연화 노동 공약은 이런정 ,0,이 후보는 국민연금 수급 연령에 맞춘  정년 연장 을 사회적 합의를 통해 단계적 추진하겠다고 했다  이 후보는 지난  일 현행  세인 정년을 국민연금 수급 시점 현  세 년  세 에 맞춰 점진적으로 연장하겠다고  ,1
172,이준석  단일화 가능성  김문수  진정성 있으면 사퇴하면 돼 ,0,이준석 후보는  정년연장 에 관한 질문에는  세대 간의 화합을 위해 조정안을 만들어 낼 수 있는 능력이 필요한데 이재명 후보가 지금 그런 것 없이  정년 연장 해도 청년 일자리가 줄어들지 않는다  이런 얘기하는 것은 말  ,1
173,이준석  정년연장  위해 연금 수급 연령 늦추는 것도 방법 ,0,   공동취재    온다예 황남경 기자   개혁신당 이준석 대선후보는  정년연장 을 위해선 세대 간 합의를 볼 수 있는 조정안이 필요하다는 입장을 내놨다  이 후보는  일 양천구 한국방송회관에서 열린  ,1
174,한국노총이 이재명과 손잡은 이유 물었더니 중대재해법 등 민주당 ,1,대선을 통해 제시할 주요 정책으로  노조법 조 개정안 노란봉투법   모든 일하는 사람들에 대한 보편적 노동권 보장  포괄임금제 완전 폐지  인 미만 사업장 근로기준법 적용  정년 연장   임금체불 반의사불벌죄  ,1
175,민주당   한노총   세  정년연장  정책협약  노동계  청년채용 축 ,1,  대선에서 양대 노총의  정년연장  요구가 거센 가운데 더불어민주당과 한국노총이  세  정년 연장 을 골자로 한 정책협약이 최근 공개되면서 노동계 내에서도 우려가 나오고 있다  한국노총을 중심으로 이재명  ,1
176,서울시   조 투입해 초고령사회 대응   주택  만호 일자리  만개 ,0,또한 오 시장은  아무런 대책 없이  정년 만  연장 하는 식의 접근은 오히려 청년의 취업 문을 좁히는 결과를 낳을 수 있다 며  고령층이 가진 능력과 적성이 직업 선택에 자연스럽게 녹아들 수 있도록 설계할 것 이라고  ,1
177,덴마크   정년   세로  연장  유럽에서  정년  가장 높은 국가,1,육체노동으로 부담이 큰 노동자들에겐  정년 연장 이 무리라는 거예요  실제 지난 몇 주 동안 덴마크의 수도 코펜하겐에선  정년 연장 에 반대하는 시위가 벌어지기도 했어요  현재 유럽 국가들의 정년은 스웨덴  세  ,1
178,파업 기로에 선 부산 시내버스 노사 막판 협상,0,부산버스노조는 지난해  월 대법원 판결에 따라 정기상여금의 통상임금 포함을 비롯해 기본급   인상   정년 연장  등을 요구하고 있다  하지만 사측은 현실적인 부담 등을 이유로 난색을 표하고 있다  상여금을  ,1
179, 시간 완화 주 일제  노동에 진심이었던 이재명 김문수  공약도 ,0,노동문제연구소 교수와 함께 후보들의 노동 공약을 집중적으로 한번 점검해 보는 시간 마련해 봤습니다  교수님 오늘 말씀 고맙습니다   노동  이재명  김문수  시간  일제  중처법  노란봉투법  정년연장   청년일자리,1
180, 시간 완화 주 일제  노동에 진심이었던 이재명 김문수  공약도 ,0,노동문제연구소 교수와 함께 후보들의 노동 공약을 집중적으로 한번 점검해 보는 시간 마련해 봤습니다  교수님 오늘 말씀 고맙습니다   노동  이재명  김문수  시간  일제  중처법  노란봉투법  정년연장   청년 일자리,1
181,서울 버스노조  임단협 재개 요청 조합 측  본교섭 예정 없어 ,0,단체협약과 관련해선  정년 연장  신규 재 입사자 임금 차별  암행 감찰로 인한 징계 세부안을 논의하자고 제안했다  앞서 노조는 지난  일에도 단체교섭 재개를 요청하는 공문을 보낸 바 있다  이에 대해 조합 측은 이날  ,1
182,직업교육 강화 사립대 구조개선법 제정 연구자 우대 제시,0,고성과자 추가보상제도 등과 연계한 실질적 연봉 인상을 통해 연구인재 유출을 최소화하고   정년  제한도  고등 평생교육지원특별회계의  연장 과 고등교육재정교부금법의 도입뿐 아니라   청년들을 위한 기초건강  ,1
183,  대선   공약 인사이트  노동     노동시간 단축       유연근 ,0,이어  기업은 모든 노동자에게  정년연장 이라는 보편적 권리를 보장할 수 있어야 하고  노동자는 고용안정 대신 임금을 조정할 수 있다는 열린 태도를 가져야 한다 고 제언했다  앞서 대통령 직속 경제사회노동위원회  ,1
184, 창립  주년 특집호를 내며   정년연장 이 급해요  주  일제가 급해요 ,0, 정년연장 과 주  일 근무제 중 어떤 걸 더 급하게 준비해야 한다고 보세요  최근 만난 대기업 관계자가 내게 던진 질문이다  내 대답은  정년연장 이었다  주  일제는 당장 법제화하기에는 시간이 걸리는 데다가  급하게  ,1
185,대선후보들  차  토론  난장판 격화 개그 프로보다 재밌어요 ,1,이준석은  연금개혁은 세대착취  김문수는  차 구조개혁 착수  권영국은  정년연장 으로 대체율 보완  등 각기 다른 해법을 제시했지만  유권자 뇌리에 남은 건  형수 욕설   검사 사칭   커피  원   갑질 전화  등이었다  ,1
186,경제  단체  대 정책 제안  역량 강화 항공우주 로봇 바이오 육 ,0, 저출산 고령화 시대 가 다가오면서 고령 인력 활용의 필요성은 확대되고 있지만  일률적인  법정  정년 연장  방식은 적절하지 않다는 게 경제계 판단이다  혜택이 노조가 있는 대기업과 공공기관에 집중되면서  ,1
187, 주간팩트체크   대선  토론   담배 소송   대만식 선거 ,0, 정년연장 과 청년고용의 연관성에 대해서는 연구 결과가 엇갈립니다  한국은행은  년부터  년까지 고령 노동자가  명 늘어날 때  청년 노동자는 약  명 감소한 것으로 분석된다고 밝힌 반면  국책연구기관인  ,1
188, 출근길 브리핑   월  일  국민의힘 개혁신당  단일화  놓고 줄다리기 ,1, 현대 한화오션   분기 임단협 전망 안갯속 급여 인상 정년연장  요구 쟁점화 호황을 거듭했던  현대와 한화오션이 노사 협상을 진행할 예정입니다  이번 협상에는 기본급 인상과  정년 연장 과 관련된 노조 요구  ,1
189, 초고령사회 돌입  공약 나오지만 문제의식 이해도 부족 ,0,이외에도 연금개혁과  정년연장 을 연계한 지속가능한 노후소득 체계도 공약에 포함됐다  전문가들은 여야 후보들이 인구 문제에 대한 구조적 이해 없이 경제적 인센티브 중심의 단기 공약에 치중하고 있다고 지적한다  ,1
190, 사설 갈등 분열의 단어만 넘친 대선 토론  정책은 어디 갔나,0, 정년연장  버스 무임승차와 같은 속 보이는 공약은 더 이상 당락을 좌우할 주요변수가 아니다   년 전 대선 토론에서 국민의힘 윤석열 후보와 이재명 후보는 사사건건 충돌했다  대선이 끝난 뒤에도 앙금이 남았고  그 결과  ,1
191, 단독   년내 총경 못 달면 퇴직 위헌 심판대 오른 계급 정년 ,0,경찰 출신 김학경 성신여대 융합보안공학과 교수는  평시 상황에서 심사를 통해  년까지 계급 정년 연장 을 정하고 있는 경찰공무원법  조  항을 경찰청 차원에서 적극적으로 활용해야 한다 고 말했다 ,1
192,덴마크  정년   세로  연장  법안 통과  노동자는 반발,1,실제로 최근 덴마크 수도 코펜하겐에서는  정년 연장 을 반대하는 시위가 벌어졌다  예스페르 에트루프 라스무센 덴마크 노동조합연합 의장은  정년 연장 에 대해  완전히 불공평하다 며  은퇴 연령이 높아진다는  ,1
193, 천자칼럼  연금과 은퇴연령 갈등,0,정부는  미래 세대에 적절한 복지를 제공하기 위해선  정년 연장 이 필요하다 고 설명하고 있지만 불만이 쉽게 가라앉지 않는 분위기다  계속고용과 연금개혁이 발등의 불인 우리로서도 남의 일로 치부하기  ,1
194, 사설   청년 니트족  한국만 증가  양질의 일자리 창출 공약 내놓아 ,0,이재명 더불어민주당 후보는 기업 활동을 외려 위축시킬 수 있는 노란봉투법과  정년 연장  추진을 내세우면서 구직 지원금 확대와 같은  퍼주기  정책만 청년 고용 해법으로 제시하고 있다  김문수 국민의힘  ,1
195,주  일제    시간 개선 갈라진 노동 해법,0,법정  정년 연장 은 청년 고용에 영향을 줄 수 있다며 반대하고 있는데  이재명 후보와 가장 각을 세우는 방향은 역시  노란봉투법  재추진 여부입니다   김문수   국민의힘 대선후보   사실 헌법에도 안 맞고 이거는 민법에도  ,1
196, 저출생 고령화 시대  통합적 개혁안 마련해야 ,0,권혁주 한국행정연구원장  정년 연장 연금개혁  인구와 직결 따로따로 아닌 한 틀에서 논의를  한국 사회의 정치적 갈등이 임계점에 다다랐지만 지금이  대전환기 라는 데 이견은 없다  해법에 대한 의견은 갈린다  ,1
197,군대에서도 자격증 공부라니,0, 정년 연장 은 선택이 아니다 청년들이 느낄 또 하나의 부담이자 문제는 인구의 고령화다  고령화는 이미 피할 수 없는 현실이 되었고  청년층 인구는 빠르게 줄고 있다  반면  국민연금은 갈수록 고갈 위기에 처해 있고  ,1
198,광주 시내버스  천 대 멈추나 년 만에 총파업 예고,0,노조는 현재  월급   인상  정년   세  연장  등을 주요 요구사항으로 내세우고 있다  노조는 조합원 찬반 투표를 마쳤으며  오는  일 예정된  차 조정에서도 합의가 이뤄지지 않으면 다음 날인  일 첫차 운행  ,1
199,   노란봉투법     주 시간 완화 성장회복 견인할 생산성 대책은  ,0,윤석열 정부에서 마무리되지 못한  정년 연장 은 새 정부에서 가장 시급한 노동 현안으로 꼽힌다  이 후보는 법정  정년 연장 을 사회적 합의를 통해 추진하겠다는 공약을 내걸었다  민주당은 노동계와 별도 협의체를  ,1
200,부울경 시내버스 노사 임단협  막판 협상  돌입,0,울산과 경남을 포함한 전국 버스노조들도 임금 인상과  정년연장  상여금 통상임금 반영 등 같은 요구를 내걸고 있어 파업이 현실화할 경우 전국적인 교통 혼란이 예상된다  총파업이 실제로 이뤄지면  년 이후  년  ,1
201,구독 해지 방해하는  다크패턴  아시나요,0,이 밖에 빙하기 덮친 벤처시장 서보미 린 변호사  성과급의 임금성 판결과  정년 연장  문제 박재우 율촌 변호사  구하라법의 의미 노종언 존재 변호사  가족 해체 시대 상속법이 놓친 현실 조웅규 바른 변호사  등을 다룬  ,1
202,민주당이 불붙인  재판소원 법조계 안팎  오히려 국민 권리 구제  ,0,박범계 민주당 의원은 지난  일 헌법연구관  정년 을  세에서  세로  연장 하는 방안을 내놨다  앞서 민주당은 지난  일 법원 판결의 위헌 여부를 헌법재판소가 판단할 수 있도록 하는  재판소원  관련 헌법재판소법  ,1
203,소비 부진에 자영업도 줄폐업 인구 감소로 내수 회복 난망,0,카페 패스트푸드 음식점 호프 줄줄이 감소  년  세 이상 고령층 비중   돌파 전문가  내수 부진 만성화 막기 위해  정년 연장  논의 시급  아주경제 권성진 기자   지난  월 서울 중구 황학동  ,1
204, 년생 정년은  세 덴마크 의회   정년 연장 ,0,메테 프레데릭센 덴마크 총리도 지난해  우리는 더 이상  정년 이 자동으로  연장 되어야 한다고 생각하지 않는다 며  사람들에게 계속해서  년 더 일해야 한다고 말할 순 없다 고 말했다  덴마크의 이웃 나라인  ,1
205, 인간은 언제까지 일해야 하나    덴마크  정년   세  후폭풍 확산 속  ,1,뉴데일리 홍승빈 기자   덴마크에서 정년을  세로 연장하는 법안이 통과되면서 국내에서도  정년 연장  문제가 재조명받고 있다  청년 일자리 부족이 사회문제로 떠오른 현실을 외면할 순 없지만  세계적인 정년  ,1
206, 만 명 일하는 고령사회 세까지 일하고 싶다   정년 연장  논의 급 ,0,고령 취업자가 급증하면서  정년 연장 과 재고용 논의가 사회적 과제로 떠오르고 있다 일 통계청 국가통계포털에 따르면  년  월 기준  세 이상 취업자는  만  명으로 전년 대비  만 명  증가하며 역대  ,1
207,덴마크   정년   세로  연장  노동계는 반발,0,메테 프레데릭센 덴마크 총리도 지난해  우리는 더이상  정년 이 자동적으로  연장 되어야 한다고 생각하지 않는다 며  사람들에게 계속해서  년 더 일해야 한다고 말할 순 없다 고 말했다 ,1
208, 로펌 핫스폿  노동법 대응의 든든한 파트너 광장 컴플라이언스팀,1,중대재해처벌법   정년 연장  통상임금  최저임금 확대 적용 등 다양한 노동 관련 이슈가 등장해 기업들이 경영에 어려움을 겪고 있는 가운데 법률 자문과 소송 대응까지 한번에 해결할 수 있는 법무법인 광장의  ,1
209, 세 이상 일하는 노인  만명 시대 세까지 일하고 싶어 ,0,고령 취업자들이 원하는 근로희망연령도 갈수록 높아지고 있어  퇴직 후 재고용이나  정년 연장 에 대한 논의를 본격적으로 추진해야 한다는 목소리가 나오고 있다   일 통계청 국가통계포털 에 따르면  월  ,1
210, 행복의 나라  덴마크도  정년   세  연장 일할 수 있다  환호 ,1,게티이미지뱅크 영국  는  일 현지시간  덴마크 의회가  정년 연장  법안을 찬성  표  반대  표로 통과시켰다고 보도했다  현재 정년 연령은  살이지만   년에는  살   년에는  살로 높아질 예정이다   살  ,1
211,주  일제    시간 개선 갈라진 노동 해법,0,법정  정년 연장 은 청년 고용에 영향을 줄 수 있다며 반대하고 있는데  이재명 후보와 가장 각을 세우는 방향은 역시  노란봉투법  재추진 여부입니다   김문수   국민의힘 대선후보   사실 헌법에도 안 맞고 이거는 민법에도  ,1
212,덴마크  연금받는 은퇴연령  세로  연장 블루칼라 강력반대,0,한국에서 논의되는  정년연장 의 성격과 이를 둘러싼 논란과 달리 유럽에서는 연금을 받을 수 있는 은퇴연령의 연장에 대해 노동자들이 강하게 반대하는 상황이다  특히 프랑스에서는 에마뉘엘 마크롱 정부가 지난  ,1
213, 년생부터 은퇴연령  세로  연장   언제까지 일하나  반발 나온 이 ,0,덴마크 고용부장관은 이와 관련  미래 세대에 적절한 복지를 제공하기 위해선  정년 연장 이 필요하다 고 설명했다  덴마크 인구수는 약  만명으로  이 중  세 사이 인구는 약  만 명   세 사이의 인구는  ,1
214, 년 수정 경제전망과 정책적 시사점,1,또한 중장기적인 노동 공급 감소 추세에 대응하기 위해 고령층의 노동시장 참여를 촉진하기 위한  정년연장  형태 및 보수 결정 체계에 대한 사회적 합의를 도출하는 한편  생산 공정의 자동화와 디지털화를 통해  ,1
215,재판 소원부터 대법관 증원까지 사법부 지각변동 생기나,1,박 의원이 같은 날 발의한 헌법재판소법 개정안은 헌법연구관  정년 을 현행  세에서  세로  연장 하는 내용이다  민주당은 지난  일에도 법원 판결의 위헌 여부까지 헌재가 판단할 수 있도록 하는 헌법재판소법 일부  ,1
216,근로시간 정년 최저임금 차이 확연한 노동정책 로드맵,0,노동계는 크게 반발하는 가운데 한국노총과 정책협약을 맺은 이재명 후보 측은  사회적 논의가 더 필요하다 는 입장을 밝혔습니다  연합뉴스  김유아입니다   이재명  이준석  김문수  최저임금  정년연장   유연근무,1
