,title,description,title_label,description_label
215,창원 버스 파업  대체교통으로도 시민 불편 지속,노사 간 분쟁은 통상임금 반영과  정년 연장  등 임금 협상을 중심으로 이어지고 있다  사측은 인건비 증가를 우려해 통상임금과 임금체계 개편을 연계해 논의하려는 반면  노조는 두 사안을 분리해 접근해야 한다고  ,0,0
216,창원 시내버스 첫차부터 운행 중단 시민 출퇴근 대란 예고,협상 주요 쟁점은 지난해  월 대법원 판결로 불거진 정기 상여금의 통상임금 반영  임금   인상   정년   세에서  세로  연장  등이었다  특히 통상임금 산정 방식과 임금협상 분리 여부를 두고 노사 간 이견이 컸다  ,0,0
217,가톨릭 가르침과 어긋나는 공약 남발  꼼꼼히 따져보고 투표하자 ,이 후보는 주  일제 근무를 단계적으로 도입하고  정년 연장 을 추진한다  아울러 플랫폼 중개 수수료율 차별 금지  지자체 근로감독 권한 강화  근로자의 날을 노동절로 명칭 변경 등 노동자 권리 강화를 공약했다  ,0,0
218,호황 맞은 조선업계 임단협 돌입 여름 전 결론 나올까 ,노조는 기본급  만 원 인상   정년 연장  임금피크제 폐지 등 작년과 유사한 수준의 요구안을 마련했다  노사 모두  여름휴가 전 타결에 도달하자 고 한 목소리를 내고 있다  정기선  현대 수석부회장도 지난달 노조  ,1,0
219,창원 시내버스 노사 임단협 결렬 시민 불편 현실화,노조는 지난해  월 대법원 판결에 따른 정기 상여금의 통상임금 반영  기본금   인상   정년   세에서  세로  연장  등을 요구했고  사측은 재정 부담 등을 호소하며 받아들이지 못한 것으로 알려진다  특히 통상임금  ,0,0
220,울산 시내버스 출근길 대란 피했다 노사  마라톤협상  오전  시까지 ,노조는 사측에 기본급   인상을 비롯해  정년 연장 세 세  퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  상여금의 통상임금 포함 등 쟁점을 놓고 전국 버스업계 노사간 이견이  ,0,1
221,서울 버스노조  협상 결렬됐지만 총파업 유보 버스 정상 운행, 기자  노조는 기본급   인상과  정년 연장  또 지난해  월 대법원 판결에 따라 격월로 받는 정기 상여금을 통상 임금에 포함해야 한다고 요구하고 있습니다  이에 대해 사측은  대법원 판결은 임단협을 통해 노사가 통상  ,0,1
222,창원 시내버스 노조  일 첫차부터 파업 시  비상수송대책 가동,추가로 임금   인상   정년   세  연장  등도 요구했다  이에 사측은 인건비가 과도하게 인상된다며 통상임금과 임금체계 개편을 함께 논의하자고 맞서왔다  창원시는 비상수송대책을 가동해 시민 불편을 최소화  ,0,1
223,창원 시내버스 파업 돌입 일 첫차부터 멈췄다,노사는 지난해  월 대법원 판결에 따른 정기 상여금의 통상임금 반영  임금   인상   정년   세  연장  등을 두고 합의점을 찾지 못했다  다른 시 도와 마찬가지로 통상임금 부분에서도 격차가 컸다  사측은  ,0,0
224,울산  출근길 대란  일단 피했다 시내버스 정상운행  조정회의 계속,노조는 사측에  기본급   인상  정년 연장 세 세   퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  특히 지난해  월 대법원의 정기상여금을 통상임금으로 봐야 한다는 판결에  ,0,1
225, 가  반대 서울 시내버스 노조 총파업  시간 만에 철회,노조는 현재 기본급   인상과  정년 연장 세  상여금의 통상임금 포함 등을 요구하고 있다  반면 사측은  대법원 판결은 통상임금 재정의에 대한 협상 권고일 뿐 이라며  전체 인건비 부담을 고려해 임금체계  ,0,1
226,금융   한은 기준금리 빨리 내려야 경제 더 나빠진다 ,이어  중장기적인 노동 공급 감소 추세에 대응하기 위해 고령층의 노동시장 참여를 촉진하기 위한  정년 연장  형태 및 보수 결정 체계에 대한 사회적 합의를 도출하고 생산 공정의 자동화와 디지털화를 통해 노동생산성을  ,0,1
227,민주  이르면  일  이재명 공약집  공개 내란종식 먹사니즘 구체화,이 밖에  북한 핵 위협의 단계적 감축  세종 행정수도 완성  주주 충실의무 도입  에너지 고속도로 건설  주  일제 도입 및  정년 연장  등 각 분야 공약에 대한 이행 계획이 담길 것으로 보인다  국민의힘은 전날  ,0,1
228,울산 시내버스 조정 기일 다음 주로 정상 운행,다만 노조 측 관계자는  노사가 대법원 판결에 따라 정기 상여금 통상임금 반영을 도입하는 대신  기본임금 인상  휴가비   정년 연장  등을 포기하며 어느 정도 타협에 이른 상황이지만 시에서 최종 승인에 소극적인 자세를  ,0,0
229,창원 시내버스 노조 파업 돌입 협상 결렬로 오늘 첫차부터 멈춰,노사는 임금 인상과  정년 연장  통상임금 적용 범위 등을 둘러싸고 이견을 좁히지 못한 것으로 알려졌다  협상이 결렬됨에 따라 노조는 이날 오전  시 첫차부터 총파업에 돌입했다  이번 파업에는 창원지역  개  ,0,0
230,울산 버스노사  밤샘 조정회의 계속 파업은 보류 첫차 정상운행 ,노조는 사측에  기본급   인상  정년 연장 세 세   퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  특히 지난해  월 대법원의 정기상여금을 통상임금으로 봐야 한다는 판결에  ,0,1
231,경남 창원 시내버스 파업 돌입 첫차부터 운행 중단,노사는 지난해  월 대법원 판결에 따른 정기 상여금의 통상임금 반영  임금   인상   정년 연장  등을 두고 접점을 찾지 못했습니다  창원시는 파업에 따른 비상수송대책을 수립해 오전  시부터 전세버스  대와 시  ,0,0
232, 새정부 바란다 경영자   근로시간개선 손경식  주 일제 큰 부담 , 일 경총에 따르면  손경식 회장은 제 대 대통령 선거를 앞두고 연이어 진행한 더불어민주당 이재명 후보  국민의힘 김문수 후보와의 간담회에서 법적  정년연장  주  일제 도입  노동조합법 개정 등에 대한 개선  ,0,0
233,부산 시내버스 노사 임단협 교섭 결렬 노조 총파업 돌입,지방노동위원회 측은 일부 수당 삭제와 정기상여금의 통상임금 포함 등 임금 체계 개편  버스기사  정년   세  연장  방안 등에 대한 조정안을 제시했습니다  노조는 조정안을 받아들였지만 사측인  ,0,0
234, 극과 극  노동 공약  노동자 삶 크게 좌우될 듯 일자리 창출  목 ,근로시간 단축부터  정년연장  산업재해 예방 대책까지 주요 쟁점마다 후보자들의 분명한 시각차가 드러나면서 대선 결과에 따라 노동자의 삶도 크게 뒤바뀔 전망이다  아울러 주요 노동 현안을 바라보는 경영계와  ,1,1
235,창원 시내버스   멈춘다 일 첫차부터 파업,노사는 지난해  월 대법원 판결에 따른 정기 상여금의 통상임금 반영  임금   인상   정년   세  연장  등을 두고 접점을 찾지 못한 것으로 알려졌다  특히 갈등을 빚는 부분은 다른 시 도와 마찬가지로 통상임금  ,0,0
236,부산 시내버스 노사 협상 결렬 일 첫차부터 파업,주요 내용으로는  일부 수당 삭제와 정기상여금의 통상임금 포함 등 임금 체계 개편  버스 기사  정년   세에서  세로  연장  등이 있다  노조는 조정안을 받아들였으나 사측인 부산버스운송사업조합이 받아들이지  ,0,0
237,서울 버스 임단협 막판까지 진통  출근길 대란 우려,이와 더불어 기본급   인상  운전직 호봉 상한 상향   정년 연장  하계 유급휴가 신설 등도 요구했다  이날 노조 측은  정기 상여금 통상임금 반영 등은 조합원의 권리이자 모든 회사가 준수해야 할 법률상 의무 라며  ,0,1
238,부산 시내버스 파업 돌입 노사 임단협 타결 실패, 일 부산시와 부산지방노동위원회에 따르면  부산버스운송사업조합과 부산버스노동조합 등 부산 시내버스 노사는 전날 오후  시부터 제 차 조정회의를 열고 최종 협상을 벌였지만  임금 인상 정년 연장  등 핵심  ,0,1
239, 사설  노인 고용률 세계 최고라지만  양질의 일자리 절실하다,다가오는   대선을 앞두고 주요 후보들은  정년 연장 과 계속 고용 등을 공약으로 내세우고 있다  표를 얻기 위한 일시적인 전략에 그쳐서는 안 된다  지속 가능한 일자리 정책으로 이어져야 한다  고령층 삶의 질은 그  ,0,1
240,광주광역시  시내버스 파업대비 비상수송대책 마련,노조는 임금   인상   정년   세에서  세로  연장  등을 요구하고 있는 반면 사측은 지난해 수준 동결 입장이다  서울  인천  부산 등 타 시도의 쟁점인 통상임금 관련해서는 광주의 경우  년 상여금 등이 통상임금에  ,0,0
241,조선 건설  숙련 노동자는  정년    훌쩍 넘겨서도 일한다,법적  정년 연장  논란과는 별개로 실제 일터에서는 정년이 지났더라도 필요한 인력을 계속 고용하고 있는 것이다  조선 건설  숙련 노동자는   넘어도 대접받는다 정년을 훌쩍 넘겨 일하는  대가 늘어난 것은  ,1,0
242,정류장은 텅 지하철은 꽉 일  출근길 교통 마비  반복되나 , 년 연속 파업의 쟁점은 지난해와 같이 임금에 있다 노조는 기본급   인상과  정년   세에서  세  연장 을 요구하고 있다  특히 올해는 지난해  월 대법원 판결을 근거로  격월로 받는 정기 상여금도 통상임금에  ,0,1
243, 사설  노인 고용률  위의 그림자 생산적 시니어 활용안 찾아야,또한 일률적인  정년 연장 보다는 기업이 자율적으로 재고용 등을 선택해 계속 고용을 위한 여건도 마련해야 한다  다만 노인 고용과 빈곤 문제 해결을 위한 기초연금 확대에는 신중할 필요가 있다  한국개발연구원  ,0,1
244, 학년도 법학적성시험 접수 인원   만 명 시대  눈앞,법조인은 경기 침체에도 비교적 안정적이며  정년  제약 없이 오래 일할 수 있다는 인식이 확산되면서  단순 선형회귀를 활용한 추세  연장  분석 결과  학년도 접수인원은 약  명에 달할 것으로 추산된다  이는  ,0,1
245, 보  서울시 버스 노사 제 차 본교섭 결렬   일 총파업,서울시버스노조는  임금   인상  정년   세에서  세로  연장   암행감찰 폐지를 안건으로 제시했다  반면 서울시버스운송사업조합은 임금 구성 개편에 먼저 합의해야 교섭 안건을 논의할 수 있단 입장을  ,1,0
246,서울 시내버스 노조  파업 직전 유보 결정  정상 운행,노조는 기본급   인상   세에서  세로  정년 연장  등을 요구하고 있다  또 작년  월 대법원 판결에 따라 격월로 받는 정기 상여금을 통상 임금에 포함해야 한다고 주장한다  반면에 회사 측은  대법원 판결은 임 단협을  ,0,1
247,광주광역시  시내버스 파업대비 비상수송 대책회의 가져,노조는 임금   인상   정년   세에서  세로  연장  등을 요구하고 있는 반면 사측은 지난해 수준 동결 입장이다  서울  인천  부산 등 타 시도의 쟁점인 통상임금 관련해서는 광주의 경우  년 상여금 등이 통상임금에  ,0,0
248,광주시  시내버스 파업 대비 비상대책 마련 시민 불편 최소화 총력,노조는 임금   인상과  정년 연장 세 세 을 요구하고 있으며  사측은 임금 동결을 주장하고 있다  광주시는 다른 지역과 달리 통상임금 문제가 협상 쟁점에서 제외돼 있으며  파업 기간 동안에는  무노동 무임금  ,0,0
249,서울 부산 울산 창원 시내버스 파업  코앞 대책 마련 분주,이 밖에도 임금   인상   정년   세 세  연장  등을 두고도 노사가 입장차를 좁히지 못하는 것으로 알려졌다  사측은 통상임금 수준을 낮추는 취지의 임금체계 개편을 단행해도 실질적인 월급 인상 효과는 크다고  ,1,0
250,대구시  공무직  정년 연장  차질 가능성,내세워서  정년연장  약속을 뒤집으려 한다 고 주장했다  노조는 교섭 결렬에 따라 지방노동위원회에 노동쟁의 조정을 신청할 예정이라고 밝혔다  이에 따라  정년연장  적용 시점은 조정안이 나올 때까지 무기한 연기될  ,1,0
251, 정년 유지형 임피제 후  재택근무 신규 채용  배 법원  적법해 유 ,정년유지형은  정년 연장  없이 임금을 삭감하는 것을   정년연장 형은 정년을 연장하는 대신 임금을 삭감하는 것을 말한다  법원은  도입된 임금피크제가  정년연장 형이 아닌 정년유지형으로 근로자의 불이익이 크지만  ,0,1
252, 노동자 권익 보호  대  기업 규제 완화 당 이념 따라 극과 극 , 법정  정년연장    퇴직 후 재고용 고령 인구 증가세가 가파른 한국은 연금 수급 크레바스 소득 단절기  노동 공급 감소에 따른 생산성 하락 우려도 크다  민주당과 민주노동당은 법정  정년연장 이 필요하다고 했고  ,1,0
253,소년공 출신 이재명  충남 서부 노동자들 마음 얻다,어기구 의원 역시  이재명 후보는 소년공 출신으로 서민과 노동자의 고단함을 누구보다 잘 아는 사람 임을 강조하며  주  일제 도입   세  정년연장  법제화  노조 권리 보장 등 한국노총과 맺은 정책협약이 반드시 이행될  ,1,1
254, 민주당 정책 공약   년 전보다 보수화 사회대개혁 주체로 턱없이 부족 ,없는  정년 연장  등 핵심적인 고용정책에 대해서 불분명하거나 부정적인 응답을 제출했다   모두에게 노조 할 권리  영역에서 노조법  조 즉각 개정에  매우 동의  입장을 제시한 것은 긍정적이지만   필수유지업무제도  ,0,1
255,광주시  시내버스 파업 대비 비상수송대책 마련,노조는 임금   인상   정년   세에서  세로  연장  등을 요구하고 있는 반면 사측은 지난해 수준 동결 입장이다  서울  인천  부산 등 타 시도의 쟁점인 통상임금 관련해서는 광주의 경우  년 상여금 등이 통상임금에  ,0,0
256, 산업수도  울산  노동자들이 바라는 대통령은 , 일제는 아무 의미가 없다는  중장년 층 노동자들은 아직 일을 잘 해낼 자신이 있다며 다음 대통령은  정년 연장 을 본격적으로 추진해 주길 바랐습니다   최현철    대 자동차업체 노동자   아직 젊으니까  젊으니까 일을  ,1,1
257,울산 시내버스  개 노선  대 멈춰서나,울산버스노조는 올해 임단협에서  기본급   인상  정년 연장 세 세   퇴직금 확보 방안 마련  상여금의 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  반면 회사 측은 재정 여건과 노선 운영 현실  ,0,0
258,자동차 업황 흔들리는데 현대차 노조  성과급  천만원 ,현대차노조 조합원  명 중 약  명 은 올해 단체교섭 핵심 안건인  정년연장 에 대해  임금 삭감 없는  정년연장 을 원하는 것으로 나타났다  현대차의 정년은 만  세다  이를  세까지 늘려야 한다는 뜻이다  ,0,0
259,부산 버스노사 마지막 협상 결렬시 총파업,  인상과  정년   세  연장 을 요구하고 있습니다 반면 사측은 적자 누적으로 임금인상은 어렵다고 못박았습니다 또 통상임금이 오르면버스운영 자체가 어려워진다며 상여금 폐지 등 임금체계 개편을우선 요구하고  ,1,0
260,광주시  파업 대비 시내버스   운행 유지 ,찬반투표 결과와  일 노동쟁의  차 광주지방노동위원회 조정 결과에 따라 결정될 예정이다  노조는 임금   인상   정년   세에서  세로  연장  등을 요구하고 있는 반면  사측은 지난해 수준 동결 입장이다     ,0,0
261, 지자체 최초 공무직  정년연장  대구시  임금피크제는 숨겼다,  공공운수노조 대구지역지부  지방자치단체 최초로 공무직  정년연장 을 발표한 대구시가  세부터 매년 추가로 임금을  씩 깎는 방안을 제시하면서 노조와 교섭이 결렬됐다  공공연대노조 대구본부 공공운수노조  ,1,0
262,시내버스 파업 예고 서울 부산 울산 창원  노사 협상 촉각,이와 더불어 임금   인상   정년   세 세  연장  등을 두고도 노사가 입장차를 좁히지 못하는 것으로 알려졌다  협상이 결렬되면 서울  부산  울산  창원 등  개 지역 노조는  일 첫 차부터 동시 파업에 돌입한다  노사  ,0,1
263,울산 버스노사  최종 조정회의  줄다리기 시부터 재개,노조는 사측에  기본급   인상  정년 연장 세 세   퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  특히 지난해  월 대법원의 정기상여금을 통상임금으로 봐야 한다는  ,0,1
264,울산 시내버스 막판 교섭 입장 팽팽 대중교통 대란 위기,노조는  시급   인상  정년  현  세에서  세로  연장   버스 준공영제 협약 이행 등 모두  개의 안건을 협상 테이블에 재차 올렸다  하지만 사측은 재정을 이유로 모든 안에 대해 부담을 호소했다  이는 지난  일과  ,0,1
265,불평등 해소 위해  노조할 권리   동일노동 동일임금 , 명 미만 등 모든 노동자의 해고 보호제도 적용 과  정년 연장 이 뒤를 이었다  현재 소득으로는 가족과 살기에 부족하다는 인식이 많았다  부족하다는 응답은   매우 부족하다는 응답은  로  소득이  ,0,1
266,금속노련  이재명 전폭 지지로 대선 승리 ,고령노동자  정년연장  원하청 불공정 거래 개선  영세사업장 노동자 보호 등 현안 해결  노사협의회 민주적 운영과 전임자 임금 노사 자율결정  노란봉투법 개정 등 노동  권 쟁취에 나서자는 내용이 담겼다  한편 이날  ,1,1
267, 동양칼럼   화려한 휴가 윤재걸 작가와 함께,그 동가식서가숙의  연장 으로 송년을 보내던 그해 겨울에 윤재걸 선배를 만났다  신군부 말기 그 음험한 시국   정년 퇴임을 마친 나는 작가촌 여기저기로 옮기는 방랑자의 생활이 체질에 딱 맞았다  주로 강원도와 남도  ,1,0
268,창원 시내버스 파업  막판 협상 진행 중,노사는 임금 인상과  정년 연장  통상임금 적용 범위 등을 둘러싸고 이견을 좁히지 못하고 있다  협상 결과는  일 자정을 전후해 나올 것으로 예상된다  노조는 사측과 협상이 결렬되면  일 첫차부터 파업에 들어갈  ,0,0
269,서울 부산 울산 창원 버스노조 파업  코앞 협상 결과 관심,이 밖에도 임금   인상   정년   세 세  연장  등을 두고도 노사가 입장차를 좁히지 못하는 것으로 알려졌다  사측은 통상임금 수준을 낮추는 취지의 임금체계 개편을 단행해도 실질적인 월급 인상 효과는 크다고  ,0,0
270, 단독   성과급  만원 달라   연봉  억  현대차 노조의 임단협 ,현대차노조 조합원  명 중 약  명 은 올해 단체교섭 핵심 안건인  정년연장 에 대해  임금 삭감 없는  정년연장 을 원하는 것으로 나타났다  현대차의 정년은 만  세다  이를  세까지 늘려야 한다는  ,0,0
271,전국공무원노조  민주노동당과 정책 협약 체결, 정치기본권 보장  노동기본권 보장  연금 소득 공백 해소를 위한  정년 연장   보수 인상과 처우 개선  주 일제 시행  공공부문 인력 확충 등이다  전국공무원노조 법원본부와 소방본부도 권영국 후보 선대위와  ,0,1
272,광주 시내버스  일 전면 파업 예고 시민 불편  초읽기 ,이번 임단협에서 노조는 지난해  월 대법원 판결에 따른 정기 상여금의 통상임금 반영  임금   인상   정년   세 세  연장  등을 요구하고 있다  노조는 올  월부터 임금이 조정돼야 하고 도시 근로자  인 가족 기준  ,0,0
273,남편은 몇 살까지 일해야 할까 세까지   평생 일만 하나 ,우리나라도  정년 연장 이 화두이지만  청년 실업 문제로 실행이 쉽지 않다  국민연금 수령 시기에 맞춰 정년을 늘려야 한다는 주장이 확산하고 있다  덴마크 기대수명  세  은퇴  세   한국  세   세 덴마크는  ,0,1
274, 전국 최초  대구시 공무직  세  정년연장  없던 일로 ,대구시가  정년연장 을 하는 대신  년에  씩 임금을 삭감하는  임금피크제 를 도입하자는 제안에 대해 노조는  대구시가 약속을 뒤집은 것 이라며 강하게 반발하고 나선 것이다  시는 지방자치단체 최초로  ,1,0
275,서울 부산 울산 창원 시내버스 파업  코앞 대책 마련 분주,이 밖에도 임금   인상   정년   세 세  연장  등을 두고도 노사가 입장차를 좁히지 못하는 것으로 알려졌다  사측은 통상임금 수준을 낮추는 취지의 임금체계 개편을 단행해도 실질적인 월급 인상 효과는 크다고  ,1,0
276,대구 시내버스노조  전국 총파업 동참 안해 ,대구지역  개 버스회사 중  개 소속 조합원  여명이 참여하고 있는 대구 버스노조는 전국과 비슷하게 임금   인상   정년   세에서  세로  연장 을 요구하고 있다  사측 대구시버스운송사업조합 은  임금 인상이  ,0,1
277,한국노총 충남서부지역지부  이재명 더불어민주당 대통령 후보 지지선언,  어기구 의원 제공 국회 농림축산식품해양수산위원회 위원장을 맡고 있는 어기구 의원은  이재명 후보는 소년공 출신으로 서민과 노동자의 고단함을 누구보다 잘 아는 사람이라 면서  주  일제 도입 세  정년연장  ,0,1
278, 서초포럼  고령자 계속 고용  시장기능에 맡겨야,이미 민주당은  정년연장   까지 발족했다  문제는 고령자 계속고용을 법제화로 추진해야 하느냐는 것이다  좋은 생각은 아닌 것으로 판단된다  우선  획일적 접근은 기업들의 구체적 상황을 고려하지 못할 뿐만 아니라  ,0,1
279,부산시  버스 파업 대비 전세버스 지하철 증편  비상수송체계 가동,노조는 임금   인상과  정년 연장 을 요구하고 있다  이에 대해 사측은 경영 여건을 이유로 수용이 어렵다는 입장을 고수하면서 협상 타결이 늦어지고 있다  시는 노사가 타결에 이르지 못할 경우  일부터 비상 수송  ,0,0
280, 공무직  정년 연장  뒤집기   임금 삭감 강요  노동존중 없는 대구시 규 ,노동조합은 이미 저임금인 공무직의 임금을 매년  씩 삭감하겠다는 계획은 수용불가하며   정년연장 을 뒤집으려는 의도라고 규탄했다  이남진 공공운수노조 대구경북본부 본부장은  국가 중 정년  세인 국가는  ,0,0
281,서울 부산 울산 창원 시내버스 파업  코앞 대책 마련 분주,이 밖에도 임금   인상   정년   세 세  연장  등을 두고도 노사가 입장차를 좁히지 못하는 것으로 알려졌다  사측은 통상임금 수준을 낮추는 취지의 임금체계 개편을 단행해도 실질적인 월급 인상 효과는 크다고  ,1,0
282,광주시  시내버스 파업 대비 비상수송대책 총력,찬반투표 결과와  일 노동쟁의  차 광주지방노동위원회 조정 결과에 따라 결정될 예정이다  노조는 임금   인상   정년   세에서  세로  연장  등을 요구하는 반면  사측은 지난해 수준 동결 입장을 고수하고 있다  광주 ,0,0
283,광주시  시내버스 파업대비 비상수송대책 마련,노조는 임금   인상   정년   세에서  세로  연장  등을 요구하고 있는 반면 사측은 지난해 수준 동결 입장이다  서울  인천  부산 등 타 시도의 쟁점인 통상임금 관련해서는 광주의 경우  년 상여금 등이 통상임금에  ,0,0
284,광주시  시내버스 파업대비 비상수송대책 마련,노조는 임금   인상   정년   세에서  세로  연장  등을 요구하고 있는 반면 사측은 지난해 수준 동결 입장이다  서울  인천  부산 등 타 시도의 쟁점인 통상임금 관련해서는 광주의 경우  년 상여금 등이 통상임금에  ,0,0
285, 비정규직 고용불안 해결해야 대선 후보 향한 노동자들의 요구,시민들은 새 정부에  만  세  정년 연장   인 미만 사업장 근로기준법 적용   상병수당 및 유급병가 도입  등을 우선 추진해야 할 과제로 꼽았다   주  일 또는  일제 도입  역시  의  ,1,0
286, 가장 우려하는 대선 공약은 주  일제 , 세 이상 계속 고용 또는  정년 연장  법제화 를 꼽은 전문가도  명 이었다  한국 경제가 다시 성장하기 위해 필요한 대선 공약을 묻는 질문엔   등 신산업 집중 육성 이라고 답변한 전문가가  명 으로 가장  ,0,1
287, 리포트   년 강원 평균 나이  살 정년 연장 이 해법 될까, 뉴스 김도균입니다 영상취재 최정현  강원도청년  정년연장   청년유출  초고령사회  평균연령 세 춘천  뉴스는  시간 여러분의 제보를 기다립니다    전화  ,1,0
288,김용호의 전통문화 반딧불이  정년 연장  전통문화의 거울에 비추어 ,최근 국내외 정치권에서 다시금  정년 연장  문제가 공론화되고 있다  고령화 사회 진입과 노동 인구 감소 문제를 고려하면 불가피한 흐름이라는 시각도 있지만  청년 일자리 문제  기업 부담 증가 등 우려도 적지 않다  ,1,1
289, 부산 버스 파업 협상 중  부울경  만 대 멈춰서나 요구사항은 ,노조는 기본급   인상과 현행  세인  정년 을  세로  연장 하는 것을 요구하고 있다  협상이 결렬될 경우  일 첫 차부터 총파업에 돌입하겠다고 예고했다   일 실시한 파업 찬반 투표에서는 전체 조합원  명 중  ,0,0
290,광주시  시내버스 파업 대비  비상수송대책  총력 시민 불편 우려 커져,이번 파업은 임금   인상 및  정년 연장 세 세 을 요구하는 노조 측과 임금 동결을 주장하는 사측의 입장차가 주요 쟁점이다  광주지역 운전원 연평균 급여는 대전 대구와 비슷한 수준이며  파업 기간 운전원  ,0,0
291, 이진우칼럼  피크코리아 대선  새로운  커브를 향해,구조개혁 없이 재정 확대에만 의존하는 단기 부양책  생산성은 쏙 빠진 노동시간 단축과  정년 연장  구체성이 결여된 규제 완화  재원 대책 없는 복지 확대 등은 한국 경제의 성장 잠재력을 더욱 약화시킬 뿐이다  국가  ,1,0
292,대구 경북 시내버스 정상 운행,시내버스 업계는 임금인상과  정년연장  문제를 두고 극명한 입장차를 보였다  노조는 평균 시급 만 원    인상   정년 연장 을 요구하고 있는 반면  사측은 임금동결   정년연장  불가 방침을 고수 중이어서다  또  ,0,0
293, 이로운체크 버스 총파업 전국 확산 초읽기 울산 부산 광주 강경  대 ,투입  지하철 증편  유연근무제 도입  자가용 이용 장려 등 총력 대응에 나서고 있다  그러나 통상임금과 임금체계 개편   정년 연장  등 복잡한 구조적 문제들이 얽혀 있어 노사 간 합의는 쉽지 않다는 관측이 우세하다 ,0,0
294,서울 버스 노조  내일부터 파업 돌입  오늘 막판 교섭,이와 함께 기본급   인상  운전직 호봉 상한 상향   정년 연장  하계 유급휴가 신설 등도 요구합니다  반면  사측은 대법원 판결에 따라 정기상여금을 통상임금에 반영하고 노조의 인상 요구를 모두 수용할 경우  의  ,0,1
295,부산 시내버스 최종협상 시작 결렬 시 내일 총파업,노조는 임금   인상과  정년 연장  등을 요구하지만  사측은 경영상 이유로 받아들이지 않은 거로 알려졌습니다  부산시는 협상이 결렬돼 시내버스가 파업에 들어가면 전세버스  백 대를  개 임시 노선에 투입하고  ,1,0
296,전국 시내버스노조 총파업에 대구는 불참 추가 교섭 진행,이에 사측은 임금 동결과  정년 연장  불가 입장을 내며 맞섰다  교섭에는 대구 시내버스 업체  곳 중  곳이 참여하고 있다  만약  노조가 파업에 들어가면 교통대란이 현실화 할 수도 있다는 전망이 나온다  노조 관계자는  ,0,1
297,부산 시내버스 파업  노사  벼랑 끝 협상  돌입,노조는 지난해  월 대법원 판결에 따라 정기상여금의 통상임금 포함을 비롯해 기본급   인상과  정년 연장  등을 요구하고 있다  반면 사측은 통상임금이 늘어나면 각종 수당도 늘어나는 만큼 기본급 인상까지 할 경우  ,0,1
298,제주 버스노조  파업 참여않고 정상운행 월 초  차 조정회의 ,이날 회의에서 노조는  정년 을  세로  연장 하고 격일제 근무를  일  교대로 전환해줄 것을 사측에 요구했다  제주도 버스준공영제 노동자들은 오전  시에 출근해 오후  시 퇴근한 뒤 다음 날 쉬는 격일제 근무  ,0,1
299,부산 울산 창원도 버스 파업 초비상 비상 수송대책 마련,임금 인상과  정년연장  통상임금 적용 범위 등을 둘러싼 이견이 좁혀지지 않을 경우  버스는  일 첫차부터 운행을 멈춘다  특히 울산은 지하철이 없는 데다 대체 수단인 전세버스조차 확보하지 못한 상황이어서 파업이  ,0,0
300, 일 시내버스 파업 예고에 광주광역시  초긴장 대책회의 개최,노조는 임금   인상   정년   세에서  세로  연장  등을 요구하고 있는 반면 사측은 지난해 수준 동결 입장이다  서울  인천  부산 등 타 시도의 쟁점인 통상임금 관련해서는 광주의 경우  년 상여금 등이 통상임금에  ,0,0
301, 이로운체크 서울 버스  일 전면 파업 예고 시민  출퇴근 혼란  현실 ,노사 갈등 격화 사측  파업 불참자 복지 중단은 부당한 차별 쟁점은  통상임금 반영 과  정년 연장 노사 협상 평행선서울시  시민 불편 최소화 총력 지하철 셔틀버스 등 총동원 이로운넷   이수진 에디터 서울 시내버스  ,0,0
302, 대선공약 비교   국가 책임 기본사회     맞춤 지원  이재명 김문수 ,교육은 공교육 국가책임 강화  돌봄 학습 통합지원  평생학습 체계 고도화를 포함하며  노동정책에서는 주  일제 도입   정년 연장  상병수당 확대를 통해 일과 삶의 균형을 지향한다  교통 통신 영역도 포함돼 있으며  ,0,1
303,대구 시내버스 노조  일 파업 참여 보류  정상 운행될 듯,사측 관계자는  지난해 대법원의 전원합의체 판결로 인해 상여금이 통상임금으로 포함돼 먼저 임금체계 개편이 돼야 협상이 가능하다 며  정년 연장 은 검토 중 이라고 전했다  앞서 노사는 지난  일  차 임금  ,0,0
304,서울 시내버스 또 멈추나 오늘 막판 비공개 교섭,이와 함께 기본급   인상  만  세인  정년 의  세  연장  하계 유급휴가 신설  운전직 호봉 상한 상향 등을 요구하고 있다  반면 사측인 서울시버스운송사업조합은 정기 상여금을 기본급에 포함하는 등 임금체계 개편이  ,1,0
305,소득 불안정한 충청 고령화  시니어 고용 여건 개선해야,특히  세의 하락 폭이  로 두드러져  정년 연장 의 필요성이 강조된다  심각한 건 장년층에서 계속 근로하기를 희망하고 있음에도 생애 주된 일자리와 관련 없는 비정규직 비중이 늘고 있다는 데 있다  ,0,0
