,CustomerID,Freq,SaleAmount,ElapsedDays,Freq_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
1048,13760,57,286.79,55,4.060443011,5.662231047,4.025351691,2
1049,13761,70,1070.65,51,4.262679877,6.976954796,3.951243719,0
1050,13762,7,306.72,219,2.079441542,5.729190279,5.393627546,3
1051,13763,15,1714.96,64,2.772588722,7.44772797,4.17438727,0
1052,13764,207,1519.42,71,5.33753808,7.326741891,4.276666119,0
1053,13767,368,17220.36,3,5.910796644,9.753905753,1.386294361,1
1054,13769,135,2796.51,3,4.912654886,7.936485015,1.386294361,1
1055,13771,119,2634.45,65,4.787491743,7.876809224,4.189654742,0
1056,13772,173,1122.63,34,5.159055299,7.024319795,3.555348061,0
1057,13774,22,345,82,3.135494216,5.846438775,4.418840608,3
1058,13777,197,25977.16,1,5.288267031,10.16501146,0.693147181,1
1059,13778,9,178.7,104,2.302585093,5.191288794,4.65396035,3
1060,13780,57,360.01,8,4.060443011,5.888905659,2.197224577,2
1061,13781,17,127.84,251,2.890371758,4.858571324,5.529429088,3
1062,13782,113,908.86,13,4.736198448,6.813290742,2.63905733,2
1063,13784,31,2462.79,10,3.465735903,7.809456094,2.397895273,2
1064,13786,7,230.4,368,2.079441542,5.444147815,5.910796644,3
1065,13787,31,309.04,76,3.465735903,5.736701321,4.343805422,3
1066,13790,45,348.8,5,3.828641396,5.857361563,1.791759469,2
1067,13791,11,1516,128,2.48490665,7.324489979,4.859812404,0
1068,13792,13,195.55,67,2.63905733,5.280916852,4.219507705,3
1069,13798,349,37153.85,2,5.857933154,10.52284959,1.098612289,1
1070,13799,39,688.86,117,3.688879454,6.536488678,4.770684624,0
1071,13800,33,558.32,310,3.526360525,6.32672176,5.739792912,0
1072,13801,23,324.8,67,3.17805383,5.786283696,4.219507705,3
1073,13802,60,4599.42,139,4.110873864,8.433902883,4.941642423,0
1074,13803,17,277.07,256,2.890371758,5.627872881,5.549076085,3
1075,13804,135,2588.39,31,4.912654886,7.859177606,3.465735903,1
1076,13805,13,924.6,53,2.63905733,6.830442176,3.988984047,2
1077,13806,10,256.38,64,2.397895273,5.550553592,4.17438727,3
1078,13807,7,112.6,368,2.079441542,4.732683506,5.910796644,3
1079,13808,76,1747.66,6,4.343805422,7.466605059,1.945910149,1
1080,13809,12,155.05,306,2.564949357,5.050176469,5.726847748,3
1081,13810,35,1499.01,29,3.583518938,7.313227054,3.401197382,2
1082,13811,13,814.5,184,2.63905733,6.703801422,5.220355825,3
1083,13812,36,539,43,3.610917913,6.29156914,3.784189634,2
1084,13813,69,1366.86,40,4.248495242,7.221002754,3.713572067,0
1085,13814,57,1579.12,93,4.060443011,7.365256073,4.543294782,0
1086,13815,176,4027.36,23,5.176149733,8.301114624,3.17805383,1
1087,13816,28,571.67,24,3.36729583,6.350309635,3.218875825,2
1088,13817,24,382.98,30,3.218875825,5.950590468,3.433987204,2
1089,13819,36,1140.35,302,3.610917913,7.039967051,5.713732806,0
1090,13821,59,385.64,145,4.094344562,5.957494028,4.983606622,0
1091,13822,96,632,6,4.574710979,6.450470422,1.945910149,2
1092,13823,40,957.66,19,3.713572067,6.865536476,2.995732274,2
1093,13824,46,1698.94,33,3.850147602,7.438348235,3.526360525,0
1094,13826,10,189.5,177,2.397895273,5.249652195,5.18178355,3
1095,13827,92,409.8,58,4.532599493,6.018106478,4.077537444,0
1096,13828,15,209.49,23,2.772588722,5.349438146,3.17805383,2
1097,13831,72,2198.45,17,4.290459441,7.695962608,2.890371758,1
1098,13832,3,52.2,20,1.386294361,3.974058396,3.044522438,3
1099,13833,28,383.85,160,3.36729583,5.952853648,5.081404365,3
1100,13835,55,834.57,26,4.025351691,6.728114127,3.295836866,2
1101,13837,18,266.59,212,2.944438979,5.589455958,5.361292166,3
1102,13838,165,674.82,6,5.111987788,6.515926768,1.945910149,1
1103,13841,1,85,253,0.693147181,4.454347296,5.537334267,3
1104,13842,206,3385.62,59,5.332718793,8.127587653,4.094344562,1
1105,13844,20,361.62,12,3.044522438,5.893355454,2.564949357,2
1106,13845,9,312.98,65,2.302585093,5.74932929,4.189654742,3
1107,13846,55,865.06,25,4.025351691,6.76395419,3.258096538,2
1108,13848,5,1255,93,1.791759469,7.135687347,4.543294782,3
1109,13849,101,1537.95,52,4.624972813,7.338855645,3.970291914,0
1110,13850,93,1595.48,130,4.543294782,7.375556485,4.875197323,0
1111,13851,81,2651.46,96,4.406719247,7.88324279,4.574710979,0
1112,13853,23,1090.14,58,3.17805383,6.9949783,4.077537444,0
1113,13854,110,8109.52,9,4.709530201,9.000917263,2.302585093,1
1114,13856,14,388.5,169,2.708050201,5.964863865,5.135798437,3
1115,13858,11,216.17,58,2.48490665,5.380680457,4.077537444,3
1116,13859,28,201.16,327,3.36729583,5.309059463,5.793013608,3
1117,13860,76,1245.9,2,4.343805422,7.12841575,1.098612289,1
1118,13862,139,2209.36,19,4.941642423,7.700910677,2.995732274,1
1119,13863,20,305.78,248,3.044522438,5.726130878,5.517452896,3
1120,13865,30,501.56,59,3.433987204,6.219715036,4.094344562,0
1121,13866,7,145.67,75,2.079441542,4.988185165,4.33073334,3
1122,13867,60,1005.09,32,4.110873864,6.91382681,3.496507561,0
1123,13868,33,3192.54,8,3.526360525,8.068885298,2.197224577,1
1124,13869,304,3083.65,124,5.720311777,8.034193478,4.828313737,0
1125,13870,115,2770.94,3,4.753590191,7.927302715,1.386294361,1
1126,13871,336,6403.25,23,5.82008293,8.764717111,3.17805383,1
1127,13873,23,389.6,120,3.17805383,5.967684018,4.795790546,3
1128,13874,18,540.45,359,2.944438979,6.294250726,5.886104031,3
1129,13875,104,1786.79,54,4.65396035,7.488735499,4.007333185,0
1130,13876,7,122.7,64,2.079441542,4.817859279,4.17438727,3
1131,13877,3,117.24,87,1.386294361,4.772716457,4.477336814,3
1132,13878,35,1271.57,55,3.583518938,7.148793757,4.025351691,0
1133,13880,165,3219.77,22,5.111987788,8.07737574,3.135494216,1
1134,13881,178,17159.52,4,5.187385806,9.750366676,1.609437912,1
1135,13882,65,1191.13,3,4.189654742,7.083496902,1.386294361,2
1136,13883,142,2674.48,11,4.96284463,7.891884082,2.48490665,1
1137,13884,59,787.6,8,4.094344562,6.670259221,2.197224577,2
1138,13885,28,506.8,190,3.36729583,6.230087669,5.252273428,3
1139,13886,16,243.56,72,2.833213344,5.499460678,4.290459441,3
1140,13887,19,349.55,205,2.995732274,5.85950335,5.327876169,3
1141,13888,39,595.67,120,3.688879454,6.391364197,4.795790546,0
1142,13889,15,416.9,93,2.772588722,6.035242169,4.543294782,3
1143,13890,110,1883.81,2,4.709530201,7.541582299,1.098612289,1
1144,13892,27,632.97,27,3.33220451,6.452001635,3.33220451,2
1145,13893,21,821.1,298,3.091042453,6.711862042,5.700443573,3
1146,13894,27,564.62,24,3.33220451,6.337922475,3.218875825,2
1147,13895,118,2593.07,29,4.779123493,7.86098335,3.401197382,1
1148,13897,17,311.16,51,2.890371758,5.743515877,3.951243719,3
1149,13898,12,155.93,326,2.564949357,5.055799846,5.789960171,3
1150,13899,19,388.52,17,2.995732274,5.964915212,2.890371758,2
1151,13900,43,740.95,184,3.784189634,6.609281855,5.220355825,0
1152,13901,149,2867.2,73,5.010635294,7.961439934,4.304065093,0
1153,13904,26,332.64,38,3.295836866,5.810062567,3.663561646,2
1154,13908,122,2369.55,80,4.812184355,7.770877275,4.394449155,0
1155,13911,148,2580.91,58,5.003946306,7.856284714,4.077537444,0
1156,13914,33,626.45,12,3.526360525,6.441663987,2.564949357,2
1157,13917,18,272.04,50,2.944438979,5.609618305,3.931825633,3
1158,13918,30,1212.84,50,3.433987204,7.101544167,3.931825633,0
1159,13919,28,384.81,60,3.36729583,5.95534502,4.110873864,2
1160,13922,7,172.25,352,2.079441542,5.154735638,5.866468057,3
1161,13923,20,351.13,54,3.044522438,5.864000426,4.007333185,3
1162,13924,117,1838.85,2,4.770684624,7.517439326,1.098612289,1
1163,13925,41,678.25,93,3.737669618,6.520989248,4.543294782,0
1164,13926,11,223.85,24,2.48490665,5.415433513,3.218875825,2
1165,13927,21,348.99,75,3.091042453,5.857904583,4.33073334,3
1166,13928,27,464.57,11,3.33220451,6.143262461,2.48490665,2
1167,13929,9,842.65,170,2.302585093,6.737737717,5.141663557,3
1168,13930,17,337.34,58,2.890371758,5.824051307,4.077537444,3
1169,13931,58,1237.53,96,4.077537444,7.121680471,4.574710979,0
1170,13932,16,307.4,295,2.833213344,5.731397642,5.690359454,3
1171,13933,23,608.79,110,3.17805383,6.413114636,4.709530201,0
1172,13934,31,922.1,264,3.465735903,6.827737571,5.579729826,0
1173,13936,26,376.58,180,3.295836866,5.933782467,5.198497031,3
1174,13937,9,158.85,170,2.302585093,5.074235876,5.141663557,3
1175,13938,7,71.66,36,2.079441542,4.285791027,3.610917913,3
1176,13939,45,568.55,24,3.828641396,6.344846575,3.218875825,2
1177,13940,49,839.14,18,3.912023005,6.733568545,2.944438979,2
1178,13941,45,5112.96,22,3.828641396,8.539729334,3.135494216,1
1179,13946,11,561.57,80,2.48490665,6.332515571,4.394449155,3
1180,13947,5,90.6,66,1.791759469,4.517431272,4.204692619,3
1181,13948,3,102,361,1.386294361,4.634728988,5.891644212,3
1182,13949,160,2427.32,3,5.081404365,7.794954939,1.386294361,1
1183,13950,35,745.06,12,3.583518938,6.614806026,2.564949357,2
1184,13951,39,674.45,177,3.688879454,6.515379135,5.18178355,0
1185,13952,137,3251.071,218,4.927253685,8.087047303,5.38907173,0
1186,13953,20,3515.68,8,3.044522438,8.165272642,2.197224577,2
1187,13954,25,439.92,2,3.258096538,6.088863453,1.098612289,2
1188,13955,33,322.96,155,3.526360525,5.780620051,5.049856007,3
1189,13956,147,1019.27,6,4.997212274,6.927822577,1.945910149,1
1190,13959,90,594.04,80,4.510859507,6.38862863,4.394449155,0
1191,13960,12,230.22,22,2.564949357,5.443369638,3.135494216,2
1192,13962,11,169.55,22,2.48490665,5.139028509,3.135494216,2
1193,13963,35,664.54,309,3.583518938,6.500598741,5.736572297,0
1194,13967,2,80.7,146,1.098612289,4.403054002,4.990432587,3
1195,13969,619,9024.17,8,6.429719478,9.10777262,2.197224577,1
1196,13971,149,2758.26,19,5.010635294,7.922717807,2.995732274,1
1197,13972,15,190.25,71,2.772588722,5.253581473,4.276666119,3
1198,13973,11,264.7,288,2.48490665,5.582367853,5.666426688,3
1199,13974,28,413.59,50,3.36729583,6.02729008,3.931825633,2
1200,13975,329,2461.24,32,5.799092654,7.808826784,3.496507561,1
1201,13976,10,357.98,207,2.397895273,5.883266677,5.33753808,3
1202,13978,15,196.79,15,2.772588722,5.287205862,2.772588722,2
1203,13979,54,869.87,74,4.007333185,6.769492712,4.317488114,0
1204,13980,11,200.14,61,2.48490665,5.304001183,4.127134385,3
1205,13982,111,1871.81,40,4.718498871,7.535195256,3.713572067,0
1206,13983,107,2603.43,30,4.682131227,7.86496912,3.433987204,1
1207,13984,16,920.51,27,2.833213344,6.826013629,3.33220451,2
1208,13985,349,7060.13,5,5.857933154,8.862360374,1.791759469,1
1209,13986,13,320.46,18,2.63905733,5.772873119,2.944438979,2
1210,13988,234,4147.96,20,5.459585514,8.330612979,3.044522438,1
1211,13989,41,1266.08,66,3.737669618,7.14447032,4.204692619,0
1212,13990,16,311.3,214,2.833213344,5.743964264,5.370638028,3
1213,13991,82,852.88,13,4.418840608,6.749790669,2.63905733,2
1214,13992,5,76.8,31,1.791759469,4.354141431,3.465735903,3
1215,13993,121,3466.36,43,4.804021045,8.151148776,3.784189634,1
1216,13994,148,2274.14,4,5.003946306,7.729796868,1.609437912,1
1217,13995,86,1393.69,16,4.465908119,7.240427447,2.833213344,1
1218,13999,208,3901.81,11,5.342334252,8.269452085,2.48490665,1
1219,14000,15,635.66,212,2.772588722,6.456235761,5.361292166,3
1220,14001,39,2043.08,46,3.688879454,7.62270309,3.850147602,0
1221,14002,47,529.73,135,3.871201011,6.274253417,4.912654886,0
1222,14004,171,4582.64,44,5.147494477,8.430248721,3.80666249,1
1223,14005,84,2874.72,10,4.442651256,7.964058357,2.397895273,1
1224,14006,30,962.19,116,3.433987204,6.870250692,4.762173935,0
1225,14009,42,695.61,199,3.761200116,6.546225713,5.298317367,0
1226,14012,11,328.8,278,2.48490665,5.79848641,5.631211782,3
1227,14013,34,473.02,111,3.555348061,6.161249515,4.718498871,0
1228,14014,39,505.18,78,3.688879454,6.226892337,4.369447852,0
1229,14015,20,917.34,53,3.044522438,6.822567692,3.988984047,0
1230,14016,161,4341.21,162,5.087596335,8.376138714,5.093750201,0
1231,14019,66,1421.61,47,4.204692619,7.260248492,3.871201011,0
1232,14020,39,642.8,17,3.688879454,6.467388119,2.890371758,2
1233,14021,22,631.9,156,3.135494216,6.450312432,5.056245805,3
1234,14022,28,440,226,3.36729583,6.089044875,5.424950017,3
1235,14023,31,584.07,8,3.465735903,6.371731498,2.197224577,2
1236,14024,16,327.7,122,2.833213344,5.795145481,4.812184355,3
1237,14027,6,104.82,61,1.945910149,4.661739537,4.127134385,3
1238,14029,15,467.66,64,2.772588722,6.149877559,4.17438727,3
1239,14030,242,2358.84,19,5.493061443,7.766349099,2.995732274,1
1240,14031,250,17286.86,8,5.525452939,9.7577598,2.197224577,1
1241,14032,143,2975.59,3,4.9698133,7.998533629,1.386294361,1
1242,14034,86,648.89,23,4.465908119,6.476803118,3.17805383,2
1243,14035,66,1428.02,29,4.204692619,7.264744174,3.401197382,0
1244,14036,38,626.65,285,3.663561646,6.441982686,5.655991811,0
1245,14037,28,147.2,177,3.36729583,4.998562713,5.18178355,3
1246,14038,92,1560.38,79,4.532599493,7.353325325,4.382026635,0
1247,14039,6,152.2,34,1.945910149,5.031744257,3.555348061,3
1248,14040,229,3560.32,41,5.438079309,8.177886542,3.737669618,1
1249,14041,21,141.41,267,3.091042453,4.958710221,5.590986981,3
1250,14044,206,646.42,27,5.332718793,6.472995234,3.33220451,0
1251,14045,6,1659.75,110,1.945910149,7.415024587,4.709530201,3
1252,14046,14,154.99,285,2.708050201,5.049791903,5.655991811,3
1253,14047,32,1308.61,9,3.496507561,7.177484662,2.302585093,2
1254,14048,85,409.93,306,4.454347296,6.018422884,5.726847748,0
1255,14049,478,5578.72,17,6.171700597,8.626893875,2.890371758,1
1256,14050,54,746.36,32,4.007333185,6.616546997,3.496507561,2
1257,14051,210,15610.39,1,5.351858133,9.655756055,0.693147181,1
1258,14052,56,225.36,20,4.043051268,5.422126652,3.044522438,2
1259,14053,4,260.25,125,1.609437912,5.565477803,4.836281907,3
1260,14054,6,92.46,66,1.945910149,4.537533537,4.204692619,3
1261,14055,10,725.64,107,2.397895273,6.588431169,4.682131227,3
1262,14056,1088,8152.71,2,6.993015123,9.006228317,1.098612289,1
1263,14057,283,6211.66,24,5.648974238,8.734344425,3.218875825,1
1264,14059,8,183.6,267,2.197224577,5.218191322,5.590986981,3
1265,14060,202,6140.42,5,5.313205979,8.722811265,1.791759469,1
1266,14062,111,10464.85,10,4.718498871,9.255872855,2.397895273,1
1267,14064,77,1334.34,30,4.356708827,7.19694122,3.433987204,0
1268,14066,7,152.55,267,2.079441542,5.034026247,5.590986981,3
1269,14067,52,374.7,64,3.970291914,5.928790953,4.17438727,0
1270,14068,24,265.85,321,3.218875825,5.586686703,5.774551546,3
1271,14071,323,1437.57,4,5.780743516,7.271404844,1.609437912,1
1272,14073,13,151.04,33,2.63905733,5.024143644,3.526360525,3
1273,14075,43,942.26,5,3.784189634,6.84934196,1.791759469,2
1274,14076,44,118.67,130,3.80666249,4.784737955,4.875197323,3
1275,14077,42,499.42,41,3.761200116,6.215447746,3.737669618,2
1276,14078,65,1049.37,102,4.189654742,6.956897762,4.634728988,0
1277,14079,12,375.1,125,2.564949357,5.929855065,4.836281907,3
1278,14080,4,45.6,33,1.609437912,3.841600541,3.526360525,3
1279,14081,150,921.62,303,5.017279837,6.827217449,5.717027701,0
1280,14082,29,182.25,365,3.401197382,5.210851341,5.902633333,3
1281,14083,177,1002.9,5,5.18178355,6.911647694,1.791759469,1
1282,14085,448,4421.29,3,6.107022888,8.39441294,1.386294361,1
1283,14087,68,191.47,3,4.234106505,5.259940297,1.386294361,2
1284,14088,589,50491.81,11,6.380122537,10.82958623,2.48490665,1
1285,14089,13,158.75,57,2.63905733,5.073610093,4.060443011,3
1286,14090,1,76.32,325,0.693147181,4.347952654,5.786897381,3
1287,14092,214,4076.91,8,5.370638028,8.313339881,2.197224577,1
1288,14093,100,433.86,13,4.615120517,6.07502414,2.63905733,2
1289,14096,5111,65164.79,5,8.539345996,11.08468992,1.791759469,1
1290,14098,21,147.35,37,3.091042453,4.999574347,3.63758616,3
1291,14099,250,3104.17,17,5.525452939,8.040823743,2.890371758,1
1292,14100,25,191.95,138,3.258096538,5.262431088,4.934473933,3
1293,14101,35,5976.79,74,3.583518938,8.695806213,4.317488114,0
1294,14102,58,1105.88,6,4.077537444,7.009300526,1.945910149,2
1295,14104,21,216.21,155,3.091042453,5.380864628,5.049856007,3
1296,14105,74,1266.23,240,4.317488114,7.144588695,5.484796933,0
1297,14107,123,2703.23,52,4.820281566,7.902572493,3.970291914,0
1298,14108,34,597.91,31,3.555348061,6.395111336,3.465735903,2
1299,14109,9,144.2,73,2.302585093,4.978112102,4.304065093,3
1300,14110,155,5683.15,4,5.049856007,8.645436879,1.609437912,1
1301,14111,10,692.85,15,2.397895273,6.542255799,2.772588722,2
1302,14112,160,2915.15,23,5.081404365,7.978019532,3.17805383,1
1303,14113,34,1840.42,4,3.555348061,7.518292292,1.609437912,2
1304,14114,15,386.53,274,2.772588722,5.959793265,5.616771098,3
1305,14116,72,1382.74,20,4.290459441,7.232545257,3.044522438,2
1306,14117,3,90,144,1.386294361,4.510859507,4.976733742,3
1307,14121,159,2780.15,4,5.075173815,7.93061979,1.609437912,1
1308,14124,5,419.58,85,1.791759469,6.041634711,4.454347296,3
1309,14125,166,2720.63,11,5.117993812,7.908986245,2.48490665,1
1310,14126,15,706.13,8,2.772588722,6.561214525,2.197224577,2
1311,14127,44,709.71,123,3.80666249,6.56626447,4.820281566,0
1312,14128,46,637.5,61,3.850147602,6.459121675,4.127134385,0
1313,14129,52,1123.86,2,3.970291914,7.025413862,1.098612289,2
1314,14130,66,480.91,320,4.204692619,6.177757375,5.771441123,0
1315,14132,200,3586.03,3,5.303304908,8.185079841,1.386294361,1
1316,14133,28,605.64,130,3.36729583,6.407935534,4.875197323,0
1317,14135,134,4690.31,2,4.905274778,8.45346714,1.098612289,1
1318,14138,46,965.88,2,3.850147602,6.874074393,1.098612289,2
1319,14139,26,415.82,47,3.295836866,6.032654474,3.871201011,2
1320,14140,66,935.05,4,4.204692619,6.841668894,1.609437912,2
1321,14141,40,915.13,3,3.713572067,6.820158276,1.386294361,2
1322,14142,22,311.81,374,3.135494216,5.745595977,5.926926026,3
1323,14143,7,115.8,134,2.079441542,4.76046307,4.905274778,3
1324,14145,11,3742.2,47,2.48490665,8.22769614,3.871201011,0
1325,14146,210,4191,9,5.351858133,8.340933226,2.302585093,1
1326,14147,5,483.4,79,1.791759469,6.182911012,4.382026635,3
1327,14148,3,157.2,234,1.386294361,5.063860055,5.459585514,3
1328,14149,28,446.62,221,3.36729583,6.103944658,5.402677382,3
1329,14150,26,658.64,36,3.295836866,6.491694232,3.610917913,2
1330,14152,49,621.29,76,3.912023005,6.433406222,4.343805422,0
1331,14154,52,1345.62,240,3.970291914,7.205353028,5.484796933,0
1332,14155,6,118.75,267,1.945910149,4.785406236,5.590986981,3
1333,14156,1395,117210.08,10,7.241366283,11.67173169,2.397895273,1
1334,14157,46,424.89,20,3.850147602,6.054181097,3.044522438,2
1335,14158,41,507.66,41,3.737669618,6.231779817,3.737669618,2
1336,14159,1175,4630.35,20,7.069874128,8.440603681,3.044522438,1
1337,14161,104,1097.62,216,4.65396035,7.001810126,5.379897354,0
1338,14162,25,289.36,174,3.258096538,5.671121532,5.164785974,3
1339,14163,52,2445.91,88,3.970291914,7.802581283,4.48863637,0
1340,14164,29,1631.77,71,3.401197382,7.398033238,4.276666119,0
1341,14165,24,120.44,276,3.218875825,4.799420314,5.624017506,3
1342,14167,50,562.59,40,3.931825633,6.334327037,3.713572067,2
1343,14171,58,363.79,99,4.077537444,5.899321846,4.605170186,0
1344,14173,29,450.84,11,3.401197382,6.113328135,2.48490665,2
1345,14174,26,134.46,34,3.295836866,4.908676394,3.555348061,2
1346,14175,149,3222.3,60,5.010635294,8.078160958,4.110873864,0
1347,14176,31,576.9,298,3.465735903,6.359400843,5.700443573,0
1348,14177,41,549.46,87,3.737669618,6.310754292,4.477336814,0
1349,14178,318,1600.26,9,5.765191103,7.378546098,2.302585093,1
1350,14179,157,701.57,41,5.062595033,6.55474504,3.737669618,0
1351,14180,240,4748.52,11,5.484796933,8.465798839,2.48490665,1
1352,14184,24,452.89,67,3.218875825,6.117854878,4.219507705,0
1353,14185,3,197.65,332,1.386294361,5.291544482,5.80814249,3
1354,14188,65,2054.36,31,4.189654742,7.628206294,3.465735903,0
1355,14189,265,4654.08,3,5.583496309,8.445714375,1.386294361,1
1356,14191,259,4684.76,2,5.560681631,8.452283401,1.098612289,1
1357,14193,42,853.39,68,3.761200116,6.750387764,4.234106505,0
1358,14194,579,11349.52,5,6.363028104,9.337018837,1.791759469,1
1359,14195,7,1012,202,2.079441542,6.920671504,5.313205979,3
1360,14196,6,335.52,107,1.945910149,5.818657583,4.682131227,3
1361,14198,39,701.4,19,3.688879454,6.554503042,2.995732274,2
1362,14199,2,185.4,219,1.098612289,5.227894902,5.393627546,3
1363,14201,37,747.44,61,3.63758616,6.61799104,4.127134385,0
1364,14204,39,150.61,3,3.688879454,5.021311434,1.386294361,2
1365,14205,24,466.7,17,3.218875825,6.147827065,2.890371758,2
1366,14206,20,328.16,240,3.044522438,5.796543955,5.484796933,3
1367,14208,10,151.74,95,2.397895273,5.028737129,4.564348191,3
1368,14209,87,2073.43,11,4.477336814,7.637441696,2.48490665,1
1369,14210,102,1905.84,106,4.634728988,7.553202701,4.672828834,0
1370,14211,112,2241.1,54,4.727387819,7.715168206,4.007333185,0
1371,14212,9,1070.48,90,2.302585093,6.976796149,4.510859507,3
1372,14214,67,1004.38,31,4.219507705,6.913120858,3.465735903,0
1373,14215,108,1789.72,12,4.691347882,7.490373053,2.564949357,1
1374,14216,59,1839.3,4,4.094344562,7.517683881,1.609437912,1
1375,14217,100,2004.98,2,4.615120517,7.603887998,1.098612289,1
1376,14218,12,169.48,43,2.564949357,5.138617988,3.784189634,3
1377,14219,7,89.94,5,2.079441542,4.510199948,1.791759469,2
1378,14220,21,632.4,248,3.091042453,6.451102134,5.517452896,3
1379,14221,193,3432.8,43,5.267858159,8.141422799,3.784189634,1
1380,14222,41,683.17,178,3.737669618,6.528206425,5.187385806,0
1381,14223,60,991.13,93,4.110873864,6.899854147,4.543294782,0
1382,14224,113,1009.73,111,4.736198448,6.918428121,4.718498871,0
1383,14226,66,2214.79,29,4.204692619,7.703364278,3.401197382,0
1384,14227,175,3350.96,27,5.170483995,8.117300528,3.33220451,1
1385,14229,40,1547.2,52,3.713572067,7.344848245,3.970291914,0
1386,14231,50,925.71,184,3.931825633,6.83164068,5.220355825,0
1387,14232,115,2048.07,43,4.753590191,7.625141311,3.784189634,0
1388,14233,35,1462.72,50,3.583518938,7.288736419,3.931825633,0
1389,14234,147,754.12,23,4.997212274,6.626876677,3.17805383,2
1390,14235,79,3144.86,76,4.382026635,8.053842582,4.343805422,0
1391,14236,15,490.86,81,2.772588722,6.198194123,4.406719247,3
1392,14237,9,161,374,2.302585093,5.087596335,5.926926026,3
1393,14238,8,146.85,327,2.197224577,4.996198246,5.793013608,3
1394,14239,112,2380.85,44,4.727387819,7.775632776,3.80666249,0
1395,14240,42,890.34,31,3.761200116,6.792725948,3.465735903,2
1396,14241,10,213.7,184,2.397895273,5.369241705,5.220355825,3
1397,14242,16,280.55,235,2.833213344,5.640310052,5.463831805,3
1398,14243,141,2588.77,9,4.955827058,7.859324348,2.302585093,1
1399,14245,108,1693.45,220,4.691347882,7.435113483,5.398162702,0
1400,14246,75,1474.06,111,4.33073334,7.296453946,4.718498871,0
1401,14247,20,136.77,279,3.044522438,4.925585628,5.634789603,3
1402,14248,8,302.58,319,2.197224577,5.715645167,5.768320996,3
1403,14250,111,1904.05,8,4.718498871,7.552263534,2.197224577,1
1404,14251,78,2879.7,2,4.369447852,7.965788599,1.098612289,1
1405,14256,53,969.06,261,3.988984047,6.877357925,5.568344504,0
1406,14257,106,3099.72,65,4.672828834,8.039389622,4.189654742,0
1407,14258,111,12669.98,10,4.718498871,9.447069618,2.397895273,1
1408,14259,5,120,142,1.791759469,4.795790546,4.96284463,3
1409,14261,52,1163.45,51,3.970291914,7.060004152,3.951243719,0
1410,14262,143,2618.23,9,4.9698133,7.87063566,2.302585093,1
1411,14264,17,333.97,155,2.890371758,5.814040976,5.049856007,3
1412,14265,31,530.18,110,3.465735903,6.275100947,4.709530201,0
1413,14267,55,1516.24,163,4.025351691,7.324648174,5.099866428,0
1414,14270,29,492.65,332,3.401197382,6.201826764,5.80814249,3
1415,14271,10,112.32,226,2.397895273,4.730215675,5.424950017,3
1416,14272,33,437.96,74,3.526360525,6.084408293,4.317488114,0
1417,14273,29,559.97,52,3.401197382,6.329667428,3.970291914,0
1418,14276,64,1119.74,99,4.17438727,7.02174446,4.605170186,0
1419,14277,222,4188,16,5.407171771,8.340217321,2.833213344,1
1420,14280,8,134.04,197,2.197224577,4.905571031,5.288267031,3
1421,14282,154,3701.44,4,5.043425117,8.216747341,1.609437912,1
1422,14284,32,595.25,31,3.496507561,6.390660042,3.465735903,2
1423,14285,27,1910.01,22,3.33220451,7.555387177,3.135494216,2
1424,14286,280,4628.75,24,5.638354669,8.44025815,3.218875825,1
1425,14287,9,176.63,9,2.302585093,5.179702735,2.302585093,2
1426,14288,16,426.6,214,2.833213344,6.058188179,5.370638028,3
1427,14289,47,911.26,9,3.871201011,6.815925037,2.302585093,2
1428,14290,101,2314.65,12,4.624972813,7.747445705,2.564949357,1
1429,14291,237,3883.25,2,5.472270674,8.264685194,1.098612289,1
1430,14292,100,4871.93,8,4.615120517,8.491450678,2.197224577,1
1431,14293,61,1046.56,4,4.127134385,6.954218929,1.609437912,2
1432,14295,5,166.2,41,1.791759469,5.119190701,3.737669618,3
1433,14297,62,1305.33,18,4.143134726,7.174976958,2.944438979,2
1434,14298,1637,51527.3,9,7.401231264,10.84988645,2.302585093,1
1435,14299,143,3965.62,9,4.9698133,8.285669626,2.302585093,1
1436,14300,3,43.2,19,1.386294361,3.788724789,2.995732274,3
1437,14301,13,640.14,118,2.63905733,6.463247842,4.779123493,3
1438,14304,17,383.45,223,2.890371758,5.951813741,5.411646052,3
1439,14305,105,1858.96,72,4.663439094,7.528310261,4.290459441,0
1440,14306,33,2093.32,52,3.526360525,7.646984197,3.970291914,0
1441,14307,180,2995.72,89,5.198497031,8.005273636,4.49980967,0
1442,14309,117,2352.53,9,4.770684624,7.763671608,2.302585093,1
1443,14311,20,310.26,243,3.044522438,5.740628576,5.497168225,3
1444,14312,87,1611.59,47,4.477336814,7.385596861,3.871201011,0
1445,14314,8,120,107,2.197224577,4.795790546,4.682131227,3
1446,14315,101,2481.13,45,4.624972813,7.816872342,3.828641396,0
1447,14317,24,508.58,65,3.218875825,6.233586857,4.189654742,0
1448,14320,31,477.79,207,3.465735903,6.171262088,5.33753808,3
1449,14321,123,1530.75,11,4.820281566,7.334166152,2.48490665,1
1450,14323,36,605.06,115,3.610917913,6.406978991,4.753590191,0
1451,14326,8,183.85,243,2.197224577,5.219544685,5.497168225,3
1452,14327,12,311.65,164,2.564949357,5.745084354,5.105945474,3
